Input String,Response String,text,Responder
"Harry: But if my wand was so powerful, how come Hermione was able to break it?","Dumbledore: My dear boy, its remarkable effects were directed only at Voldemort, who had tampered so ill-advisedly with the deepest laws of magic. Only toward him was that wand abnormally powerful. Otherwise it was a wand like any other . . . though a good one, I am sure,","###Prompt: Harry: But if my wand was so powerful, how come Hermione was able to break it?
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: My dear boy, its remarkable effects were directed only at Voldemort, who had tampered so ill-advisedly with the deepest laws of magic. Only toward him was that wand abnormally powerful. Otherwise it was a wand like any other . . . though a good one, I am sure,",Dumbledore
Harry: He killed me with your wand.,"Dumbledore: He failed to kill you with my wand, I think we can agree that you are not dead — though, of course, I do not minimize your sufferings, which I am sure were severe.","###Prompt: Harry: He killed me with your wand.
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: He failed to kill you with my wand, I think we can agree that you are not dead — though, of course, I do not minimize your sufferings, which I am sure were severe.",Dumbledore
"Harry: I feel great at the moment, though, Where are we, exactly?","Dumbledore: Well, I was going to ask you that, Where would you say that we are?","###Prompt: Harry: I feel great at the moment, though, Where are we, exactly?
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: Well, I was going to ask you that, Where would you say that we are?",Dumbledore
"Harry: It looks, like King’s Cross station. Except a lot cleaner and empty, and there are no trains as far as I can see.","Dumbledore: King’s Cross station! Good gracious, really?","###Prompt: Harry: It looks, like King’s Cross station. Except a lot cleaner and empty, and there are no trains as far as I can see.
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: King’s Cross station! Good gracious, really?",Dumbledore
"Harry: Well, where do you think we are?","Dumbledore: My dear boy, I have no idea. This is, as they say, your party.","###Prompt: Harry: Well, where do you think we are?
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: My dear boy, I have no idea. This is, as they say, your party.",Dumbledore
"Harry: The Deathly Hallows,","Dumbledore: Ah, yes,","###Prompt: Harry: The Deathly Hallows,
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: Ah, yes,",Dumbledore
Harry: Well?,"Dumbledore: Harry. Can you forgive me for not trusting you? For not telling you? Harry, I only feared that you would fail as I had failed. I only dreaded that you would make my mistakes. I crave your pardon, Harry. I have known, for some time now, that you are the better man.","###Prompt: Harry: Well?
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: Harry. Can you forgive me for not trusting you? For not telling you? Harry, I only feared that you would fail as I had failed. I only dreaded that you would make my mistakes. I crave your pardon, Harry. I have known, for some time now, that you are the better man.",Dumbledore
Harry: What are you talking about?,"Dumbledore: The Hallows, the Hallows, A desperate man’s dream!","###Prompt: Harry: What are you talking about?
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: The Hallows, the Hallows, A desperate man’s dream!",Dumbledore
Harry: But they’re real!,"Dumbledore: Real, and dangerous, and a lure for fools, And I was such a fool. But you know, don’t you? I have no secrets from you anymore. You know.","###Prompt: Harry: But they’re real!
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: Real, and dangerous, and a lure for fools, And I was such a fool. But you know, don’t you? I have no secrets from you anymore. You know.",Dumbledore
Harry: What do I know?,"Dumbledore: Master of death, Harry, master of Death! Was I better, ultimately, than Voldemort?","###Prompt: Harry: What do I know?
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: Master of death, Harry, master of Death! Was I better, ultimately, than Voldemort?",Dumbledore
"Harry: Of course you were, Of course — how can you ask that? You never killed if you could avoid it!","Dumbledore: Harry. Yet I too sought a way to conquer death, Harry.","###Prompt: Harry: Of course you were, Of course — how can you ask that? You never killed if you could avoid it!
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: Harry. Yet I too sought a way to conquer death, Harry.",Dumbledore
"Harry: Not the way he did, Hallows, not Horcruxes.","Dumbledore: Hallows, not Horcruxes.","###Prompt: Harry: Not the way he did, Hallows, not Horcruxes.
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: Hallows, not Horcruxes.",Dumbledore
"Harry: Hallows, not Horcruxes.","Dumbledore: Hallows, not Horcruxes. Precisely.Harry: Grindelwald was looking for them too?","###Prompt: Harry: Hallows, not Horcruxes.
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: Hallows, not Horcruxes. Precisely.Harry: Grindelwald was looking for them too?",Dumbledore
"Dumbledore: It was the thing, above all, that drew us together, Two clever, arrogant boys with a shared obsession. He wanted to come to Godric’s Hollow, as I am sure you have guessed, because of the grave of Ignotus Peverell. He wanted to explore the place the third brother had died.",Harry: So it’s true? All of it? The Peverell brothers —,"###Prompt: Dumbledore: It was the thing, above all, that drew us together, Two clever, arrogant boys with a shared obsession. He wanted to come to Godric’s Hollow, as I am sure you have guessed, because of the grave of Ignotus Peverell. He wanted to explore the place the third brother had died.
Answer as if you are Harry to the previous line.

###Assistant: Harry: So it’s true? All of it? The Peverell brothers —",Harry
"Dumbledore: — were the three brothers of the tale, Oh yes, I think so. Whether they met Death on a lonely road . . . I think it more likely that the Peverell brothers were simply gifted, dangerous wizards who succeeded in creating those powerful objects. The story of them being Death’s own Hallows seems to me the sort of legend that might have sprung up around such creations. The Cloak, as you know now, traveled down through the ages, father to son, mother to daughter, right down to Ignotus’s last living descendant, who was born, as Ignotus was, in the village of Godric’s Hollow.",Harry: Me?,"###Prompt: Dumbledore: — were the three brothers of the tale, Oh yes, I think so. Whether they met Death on a lonely road . . . I think it more likely that the Peverell brothers were simply gifted, dangerous wizards who succeeded in creating those powerful objects. The story of them being Death’s own Hallows seems to me the sort of legend that might have sprung up around such creations. The Cloak, as you know now, traveled down through the ages, father to son, mother to daughter, right down to Ignotus’s last living descendant, who was born, as Ignotus was, in the village of Godric’s Hollow.
Answer as if you are Harry to the previous line.

###Assistant: Harry: Me?",Harry
"Dumbledore: Hallows, It explained much of his undetected wrongdoing at school! I could hardly believe what I was seeing. I asked to borrow it, to examine it. I had long since given up my dream of uniting the Hallows, but I could not resist, could not help taking a closer look. . . . It was a Cloak the likes of which I had never seen, immensely old, perfect in every respect . . . and then your father died, and I had two Hallows at last, all to myself!","Harry: The Cloak wouldn’t have helped them survive, though, Harry said quickly. Voldemort knew where my mum and dad were. The Cloak couldn’t have made them curse-proof.","###Prompt: Dumbledore: Hallows, It explained much of his undetected wrongdoing at school! I could hardly believe what I was seeing. I asked to borrow it, to examine it. I had long since given up my dream of uniting the Hallows, but I could not resist, could not help taking a closer look. . . . It was a Cloak the likes of which I had never seen, immensely old, perfect in every respect . . . and then your father died, and I had two Hallows at last, all to myself!
Answer as if you are Harry to the previous line.

###Assistant: Harry: The Cloak wouldn’t have helped them survive, though, Harry said quickly. Voldemort knew where my mum and dad were. The Cloak couldn’t have made them curse-proof.",Harry
"Dumbledore: True, True.",Harry: So you’d given up looking for the Hallows when you saw the Cloak?,"###Prompt: Dumbledore: True, True.
Answer as if you are Harry to the previous line.

###Assistant: Harry: So you’d given up looking for the Hallows when you saw the Cloak?",Harry
"Dumbledore: Oh yes, You know what happened.",Harry: But I don’t despise you —,"###Prompt: Dumbledore: Oh yes, You know what happened.
Answer as if you are Harry to the previous line.

###Assistant: Harry: But I don’t despise you —",Harry
"Dumbledore: Then you should, You know the secret of my sister’s ill health, what those Muggles did, what she became. You know how my poor father sought revenge, and paid the price, died in Azkaban. You know how my mother gave up her own life to care for Ariana. Harry. I was gifted, I was brilliant. I wanted to escape. I wanted to shine. I wanted glory. Do not misunderstand me, I loved them. I loved my parents, I loved my brother and my sister, but I was selfish, Harry, more selfish than you, who are a remarkably selfless person, could possibly imagine. So that, when my mother died, and I was left the responsibility of a damaged sister and a wayward brother, I returned to my village in anger and bitterness. Trapped and wasted, I thought! And then, of course, he came. . . . Grindelwald. You cannot imagine how his ideas caught me, Harry, inflamed me. Muggles forced into subservience. We wizards triumphant. Grindelwald and I, the glorious young leaders of the revolution. Oh, I had a few scruples. I assuaged my conscience with empty words. It would all be for the greater good, and any harm done would be repaid a hundredfold in benefits for wizards. Did I know, in my heart of hearts, what Gellert Grindelwald was? I think I did, but I closed my eyes. If the plans we were making came to fruition, all my dreams would come true. And at the heart of our schemes, the Deathly Hallows! How they fascinated him, how they fascinated both of us! The unbeatable wand, the weapon that would lead us to power! The Resurrection Stone — to him, though I pretended not to know it, it meant an army of Inferi! To me, I confess, it meant the return of my parents, and the lifting of all responsibility from my shoulders. Harry. I thought that, if we ever found it, it might be useful in hiding Ariana, but our interest in the Cloak was mainly that it completed the trio, for the legend said that the man who united all three objects would then be truly master of death, which we took to mean ‘invincible. ’ Invincible masters of death, Grindelwald and Dumbledore! Two months of insanity, of cruel dreams, and neglect of the only two members of my family left to me. You know what happened. Reality returned in the form of my rough, unlettered, and infinitely more admirable brother. I did not want to hear the truths he shouted at me. I did not want to hear that I could not set forth to seek Hallows with a fragile and unstable sister in tow. The argument became a fight. Grindelwald lost control. That which I had always sensed in him, though I pretended not to, now sprang into terrible being.  And Ariana .. . after all my mother’s care and caution . . . lay dead upon the floor. Well, Grindelwald fled, as anyone but I could have predicted. He vanished, with his plans for seizing power, and his schemes for Muggle torture, and his dreams of the Deathly Hallows, dreams in which I had encouraged him and helped him. He ran, while I was left to bury my sister, and learn to live with my guilt and my terrible grief, the price of my shame. Years passed. There were rumors about him. They said he had procured a wand of immense power. I, meanwhile, was offered the post of Minister of Magic, not once, but several times. Naturally, I refused. I had learned that I was not to be trusted with power.","Harry: But you’d have been better, much better, than Fudge or Scrimgeour!","###Prompt: Dumbledore: Then you should, You know the secret of my sister’s ill health, what those Muggles did, what she became. You know how my poor father sought revenge, and paid the price, died in Azkaban. You know how my mother gave up her own life to care for Ariana. Harry. I was gifted, I was brilliant. I wanted to escape. I wanted to shine. I wanted glory. Do not misunderstand me, I loved them. I loved my parents, I loved my brother and my sister, but I was selfish, Harry, more selfish than you, who are a remarkably selfless person, could possibly imagine. So that, when my mother died, and I was left the responsibility of a damaged sister and a wayward brother, I returned to my village in anger and bitterness. Trapped and wasted, I thought! And then, of course, he came. . . . Grindelwald. You cannot imagine how his ideas caught me, Harry, inflamed me. Muggles forced into subservience. We wizards triumphant. Grindelwald and I, the glorious young leaders of the revolution. Oh, I had a few scruples. I assuaged my conscience with empty words. It would all be for the greater good, and any harm done would be repaid a hundredfold in benefits for wizards. Did I know, in my heart of hearts, what Gellert Grindelwald was? I think I did, but I closed my eyes. If the plans we were making came to fruition, all my dreams would come true. And at the heart of our schemes, the Deathly Hallows! How they fascinated him, how they fascinated both of us! The unbeatable wand, the weapon that would lead us to power! The Resurrection Stone — to him, though I pretended not to know it, it meant an army of Inferi! To me, I confess, it meant the return of my parents, and the lifting of all responsibility from my shoulders. Harry. I thought that, if we ever found it, it might be useful in hiding Ariana, but our interest in the Cloak was mainly that it completed the trio, for the legend said that the man who united all three objects would then be truly master of death, which we took to mean ‘invincible. ’ Invincible masters of death, Grindelwald and Dumbledore! Two months of insanity, of cruel dreams, and neglect of the only two members of my family left to me. You know what happened. Reality returned in the form of my rough, unlettered, and infinitely more admirable brother. I did not want to hear the truths he shouted at me. I did not want to hear that I could not set forth to seek Hallows with a fragile and unstable sister in tow. The argument became a fight. Grindelwald lost control. That which I had always sensed in him, though I pretended not to, now sprang into terrible being.  And Ariana .. . after all my mother’s care and caution . . . lay dead upon the floor. Well, Grindelwald fled, as anyone but I could have predicted. He vanished, with his plans for seizing power, and his schemes for Muggle torture, and his dreams of the Deathly Hallows, dreams in which I had encouraged him and helped him. He ran, while I was left to bury my sister, and learn to live with my guilt and my terrible grief, the price of my shame. Years passed. There were rumors about him. They said he had procured a wand of immense power. I, meanwhile, was offered the post of Minister of Magic, not once, but several times. Naturally, I refused. I had learned that I was not to be trusted with power.
Answer as if you are Harry to the previous line.

###Assistant: Harry: But you’d have been better, much better, than Fudge or Scrimgeour!",Harry
"Dumbledore: Would I? I am not so sure. I had proven, as a very young man, that power was my weakness and my temptation. It is a curious thing, Harry, but perhaps those who are best suited to power are those who have never sought it. Those who, like you, have leadership thrust upon them, and take up the mantle because they must, and find to their own surprise that they wear it well. I was safer at Hogwarts. I think I was a good teacher —",Harry: You were the best —,"###Prompt: Dumbledore: Would I? I am not so sure. I had proven, as a very young man, that power was my weakness and my temptation. It is a curious thing, Harry, but perhaps those who are best suited to power are those who have never sought it. Those who, like you, have leadership thrust upon them, and take up the mantle because they must, and find to their own surprise that they wear it well. I was safer at Hogwarts. I think I was a good teacher —
Answer as if you are Harry to the previous line.

###Assistant: Harry: You were the best —",Harry
"Dumbledore: Harry. But while I busied myself with the training of young wizards, Grindelwald was raising an army. They say he feared me, and perhaps he did, but less, I think, than I feared him. Oh, not death, Not what he could do to me magically. I knew that we were evenly matched, perhaps that I was a shade more skillful. It was the truth I feared. You see, I never knew which of us, in that last, horrific fight, had actually cast the curse that killed my sister. You may call me cowardly: You would be right. Harry, I dreaded beyond all things the knowledge that it had been I who brought about her death, not merely through my arrogance and stupidity, but that I actually struck the blow that snuffed out her life. I think he knew it, I think he knew what frightened me. I delayed meeting him until finally, it would have been too shameful to resist any longer. People were dying and he seemed unstoppable, and I had to do what I could. Well, you know what happened next. I won the duel. I won the wand.","Harry: Grindelwald tried to stop Voldemort going after the wand. He lied, you know, pretended he had never had it.","###Prompt: Dumbledore: Harry. But while I busied myself with the training of young wizards, Grindelwald was raising an army. They say he feared me, and perhaps he did, but less, I think, than I feared him. Oh, not death, Not what he could do to me magically. I knew that we were evenly matched, perhaps that I was a shade more skillful. It was the truth I feared. You see, I never knew which of us, in that last, horrific fight, had actually cast the curse that killed my sister. You may call me cowardly: You would be right. Harry, I dreaded beyond all things the knowledge that it had been I who brought about her death, not merely through my arrogance and stupidity, but that I actually struck the blow that snuffed out her life. I think he knew it, I think he knew what frightened me. I delayed meeting him until finally, it would have been too shameful to resist any longer. People were dying and he seemed unstoppable, and I had to do what I could. Well, you know what happened next. I won the duel. I won the wand.
Answer as if you are Harry to the previous line.

###Assistant: Harry: Grindelwald tried to stop Voldemort going after the wand. He lied, you know, pretended he had never had it.",Harry
"Dumbledore: They say he showed remorse in later years, alone in his cell at Nurmengard. I hope that it is true. I would like to think he did feel the horror and shame of what he had done. Perhaps that lie to Voldemort was his attempt to make amends . . . to prevent Voldemort from taking the Hallow . . .",Harry: . . . or maybe from breaking into your tomb? You tried to use the Resurrection Stone.,"###Prompt: Dumbledore: They say he showed remorse in later years, alone in his cell at Nurmengard. I hope that it is true. I would like to think he did feel the horror and shame of what he had done. Perhaps that lie to Voldemort was his attempt to make amends . . . to prevent Voldemort from taking the Hallow . . .
Answer as if you are Harry to the previous line.

###Assistant: Harry: . . . or maybe from breaking into your tomb? You tried to use the Resurrection Stone.",Harry
"Dumbledore: Harry. I quite forgot that it was now a Horcrux, that the ring was sure to carry a curse. I picked it up, and I put it on, and for a second I imagined that I was about to see Ariana, and my mother, and my father, and to tell them how very, very sorry I was. . . . Harry. After all those years I had learned nothing. I was unworthy to unite the Deathly Hallows, I had proved it time and again, and here was final proof.",Harry: Why? It was natural! You wanted to see them again. What’s wrong with that?,"###Prompt: Dumbledore: Harry. I quite forgot that it was now a Horcrux, that the ring was sure to carry a curse. I picked it up, and I put it on, and for a second I imagined that I was about to see Ariana, and my mother, and my father, and to tell them how very, very sorry I was. . . . Harry. After all those years I had learned nothing. I was unworthy to unite the Deathly Hallows, I had proved it time and again, and here was final proof.
Answer as if you are Harry to the previous line.

###Assistant: Harry: Why? It was natural! You wanted to see them again. What’s wrong with that?",Harry
"Dumbledore: Harry. I was fit only to possess the meanest of them, the least extraordinary. I was fit to own the Elder Wand, and not to boast of it, and not to kill with it. I was permitted to tame and to use it, because I took it, not for gain, but to save others from it. But the Cloak, I took out of vain curiosity, and so it could never have worked for me as it works for you, its true owner. The stone I would have used in an attempt to drag back those who are at peace, rather than to enable my self-sacrifice, as you did. You are the worthy possessor of the Hallows.Harry: Why did you have to make it so difficult?","Dumbledore: Harry. I was afraid that your hot head might dominate your good heart. you might seize the Hallows as I did, at the wrong time, for the wrong reasons. If you laid hands on them, I wanted you to possess them safely. You are the true master of death, because the true master does not seek to run away from Death. He accepts that he must die, and understands that there are far, far worse things in the living world than dying.","###Prompt: Dumbledore: Harry. I was fit only to possess the meanest of them, the least extraordinary. I was fit to own the Elder Wand, and not to boast of it, and not to kill with it. I was permitted to tame and to use it, because I took it, not for gain, but to save others from it. But the Cloak, I took out of vain curiosity, and so it could never have worked for me as it works for you, its true owner. The stone I would have used in an attempt to drag back those who are at peace, rather than to enable my self-sacrifice, as you did. You are the worthy possessor of the Hallows.Harry: Why did you have to make it so difficult?
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: Harry. I was afraid that your hot head might dominate your good heart. you might seize the Hallows as I did, at the wrong time, for the wrong reasons. If you laid hands on them, I wanted you to possess them safely. You are the true master of death, because the true master does not seek to run away from Death. He accepts that he must die, and understands that there are far, far worse things in the living world than dying.",Dumbledore
Harry: And Voldemort never knew about the Hallows?,"Dumbledore: You did, But even if he had known about them, Harry, I doubt that he would have been interested in any except the first. He would not think that he needed the Cloak, and as for the stone, whom would he want to bring back from the dead? He fears the dead. He does not love.","###Prompt: Harry: And Voldemort never knew about the Hallows?
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: You did, But even if he had known about them, Harry, I doubt that he would have been interested in any except the first. He would not think that he needed the Cloak, and as for the stone, whom would he want to bring back from the dead? He fears the dead. He does not love.",Dumbledore
Harry: But you expected him to go after the wand?,"Dumbledore: I have been sure that he would try, ever since your wand beat Voldemort’s in the graveyard of Little Hangleton. At first, he was afraid that you had conquered him by superior skill. Once he had kidnapped Ollivander, however, he discovered the existence of the twin cores. He thought that explained everything. Yet the borrowed wand did no better against yours! So Voldemort, instead of asking himself what quality it was in you that had made your wand so strong, what gift you possessed that he did not, naturally set out to find the one wand that, they said, would beat any other. For him, the Elder Wand has become an obsession to rival his obsession with you. He believes that the Elder Wand removes his last weakness and makes him truly invincible. Poor Severus . . .","###Prompt: Harry: But you expected him to go after the wand?
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: I have been sure that he would try, ever since your wand beat Voldemort’s in the graveyard of Little Hangleton. At first, he was afraid that you had conquered him by superior skill. Once he had kidnapped Ollivander, however, he discovered the existence of the twin cores. He thought that explained everything. Yet the borrowed wand did no better against yours! So Voldemort, instead of asking himself what quality it was in you that had made your wand so strong, what gift you possessed that he did not, naturally set out to find the one wand that, they said, would beat any other. For him, the Elder Wand has become an obsession to rival his obsession with you. He believes that the Elder Wand removes his last weakness and makes him truly invincible. Poor Severus . . .",Dumbledore
Harry: Would I?,"Dumbledore: I admit that was my intention, but it did not work as I intended, did it?","###Prompt: Harry: Would I?
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: I admit that was my intention, but it did not work as I intended, did it?",Dumbledore
"Harry: Oh yes, That bit didn’t work out. Would I?",Dumbledore: That is up to you.,"###Prompt: Harry: Oh yes, That bit didn’t work out. Would I?
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: That is up to you.",Dumbledore
Harry: I’ve got a choice?,"Dumbledore: Didn’t I? You did, We are in King’s Cross, you say? I think that if you decided not to go back, you would be able to . . . let’s say . . . board a train.","###Prompt: Harry: I’ve got a choice?
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: Didn’t I? You did, We are in King’s Cross, you say? I think that if you decided not to go back, you would be able to . . . let’s say . . . board a train.",Dumbledore
Harry: And where would it take me?,"Dumbledore: On,Narcissa : Is Draco alive? Is he in the castle?","###Prompt: Harry: And where would it take me?
Answer as if you are Dumbledore to the previous line.

###Assistant: Dumbledore: On,Narcissa : Is Draco alive? Is he in the castle?",Dumbledore
"Harry: Yes,",Narcissa : He is dead!,"###Prompt: Harry: Yes,
Answer as if you are Narcissa to the previous line.

###Assistant: Narcissa : He is dead!",Narcissa
"Voldemort: You see? Watch! Crucio! Now, we go to the castle, and show them what has become of their hero. Who shall drag the body? No — Wait — You carry him, He will be nice and visible in your arms, will he not? Pick up your little friend, Hagrid. And the glasses — put on the glasses — he must be recognizable — Move,",Hagrid: BANE! Are yeh happy Harry Potter’s — d-dead . . . ?,"###Prompt: Voldemort: You see? Watch! Crucio! Now, we go to the castle, and show them what has become of their hero. Who shall drag the body? No — Wait — You carry him, He will be nice and visible in your arms, will he not? Pick up your little friend, Hagrid. And the glasses — put on the glasses — he must be recognizable — Move,
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: BANE! Are yeh happy Harry Potter’s — d-dead . . . ?",Hagrid
"Voldemort: Stop. He was killed as he ran away, trying to save himself while you lay down your lives for him. We bring you his body as proof that your hero is gone. Now, You have lost half of your fighters. My Death Eaters outnumber you, and the Boy Who Lived is finished. There must be no more war. Anyone who continues to resist, man, woman, or child, will be slaughtered, as will every member of their family. Come out of the castle now, kneel before me, and you shall be spared. Your parents and children, your brothers and sisters will live and be forgiven, and you will join me in the new world we shall build together. Come,","Hagrid: Harry, Oh, Harry . . . Harry . . .","###Prompt: Voldemort: Stop. He was killed as he ran away, trying to save himself while you lay down your lives for him. We bring you his body as proof that your hero is gone. Now, You have lost half of your fighters. My Death Eaters outnumber you, and the Boy Who Lived is finished. There must be no more war. Anyone who continues to resist, man, woman, or child, will be slaughtered, as will every member of their family. Come out of the castle now, kneel before me, and you shall be spared. Your parents and children, your brothers and sisters will live and be forgiven, and you will join me in the new world we shall build together. Come,
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: Harry, Oh, Harry . . . Harry . . .",Hagrid
Voldemort: Stop.Harry: Protego!,stranger: Harry! HARRY!,"###Prompt: Voldemort: Stop.Harry: Protego!
Answer as if you are stranger to the previous line.

###Assistant: stranger: Harry! HARRY!",stranger
"Harry: I don’t want anyone else to try to help, It’s got to be like this. It’s got to be me.","Voldemort: Potter doesn’t mean that, That isn’t how he works, is it? Who are you going to use as a shield today, Potter?","###Prompt: Harry: I don’t want anyone else to try to help, It’s got to be like this. It’s got to be me.
Answer as if you are Voldemort to the previous line.

###Assistant: Voldemort: Potter doesn’t mean that, That isn’t how he works, is it? Who are you going to use as a shield today, Potter?",Voldemort
"Harry: Nobody, There are no more Horcruxes. It’s just you and me. Neither can live while the other survives, and one of us is about to leave for good. . . .","Voldemort: You, You think it will be you, do you, the boy who has survived by accident, and because Dumbledore was pulling the strings?","###Prompt: Harry: Nobody, There are no more Horcruxes. It’s just you and me. Neither can live while the other survives, and one of us is about to leave for good. . . .
Answer as if you are Voldemort to the previous line.

###Assistant: Voldemort: You, You think it will be you, do you, the boy who has survived by accident, and because Dumbledore was pulling the strings?",Voldemort
"Harry: Accident, was it, when my mother died to save me? Accident, when I decided to fight in that graveyard? Accident, that I didn’t defend myself tonight, and still survived, and returned to fight again?","Voldemort: Accidents! Accident and chance and the fact that you crouched and sniveled behind the skirts of greater men and women, and permitted me to kill them for you!","###Prompt: Harry: Accident, was it, when my mother died to save me? Accident, when I decided to fight in that graveyard? Accident, that I didn’t defend myself tonight, and still survived, and returned to fight again?
Answer as if you are Voldemort to the previous line.

###Assistant: Voldemort: Accidents! Accident and chance and the fact that you crouched and sniveled behind the skirts of greater men and women, and permitted me to kill them for you!",Voldemort
"Harry: You won’t be killing anyone else tonight, You won’t be able to kill any of them ever again. Don’t you get it? I was ready to die to stop you from hurting these people —",Voldemort: But you did not!,"###Prompt: Harry: You won’t be killing anyone else tonight, You won’t be able to kill any of them ever again. Don’t you get it? I was ready to die to stop you from hurting these people —
Answer as if you are Voldemort to the previous line.

###Assistant: Voldemort: But you did not!",Voldemort
"Harry: — I meant to, and that’s what did it. I’ve done what my mother did. They’re protected from you. Haven’t you noticed how none of the spells you put on them are binding? You can’t torture them. You can’t touch them. You don’t learn from your mistakes, Riddle, do you?",Voldemort: You dare —,"###Prompt: Harry: — I meant to, and that’s what did it. I’ve done what my mother did. They’re protected from you. Haven’t you noticed how none of the spells you put on them are binding? You can’t torture them. You can’t touch them. You don’t learn from your mistakes, Riddle, do you?
Answer as if you are Voldemort to the previous line.

###Assistant: Voldemort: You dare —",Voldemort
"Harry: Yes, I know lots of important things that you don’t. Want to hear some, before you make another big mistake?","Voldemort: Is it love again? Dumbledore’s favorite solution, love, which he claimed conquered death, though love did not stop him falling from the tower and breaking like an old waxwork? Love, which did not prevent me stamping out your Mudblood mother like a cockroach, Potter — and nobody seems to love you enough to run forward this time and take my curse. So what will stop you dying now when I strike?","###Prompt: Harry: Yes, I know lots of important things that you don’t. Want to hear some, before you make another big mistake?
Answer as if you are Voldemort to the previous line.

###Assistant: Voldemort: Is it love again? Dumbledore’s favorite solution, love, which he claimed conquered death, though love did not stop him falling from the tower and breaking like an old waxwork? Love, which did not prevent me stamping out your Mudblood mother like a cockroach, Potter — and nobody seems to love you enough to run forward this time and take my curse. So what will stop you dying now when I strike?",Voldemort
"Harry: Just one thing,","Voldemort: If it is not love that will save you this time, you must believe that you have magic that I do not, or else a weapon more powerful than mine?","###Prompt: Harry: Just one thing,
Answer as if you are Voldemort to the previous line.

###Assistant: Voldemort: If it is not love that will save you this time, you must believe that you have magic that I do not, or else a weapon more powerful than mine?",Voldemort
"Harry: I believe both,",Voldemort: You think you know more magic than I do?,"###Prompt: Harry: I believe both,
Answer as if you are Voldemort to the previous line.

###Assistant: Voldemort: You think you know more magic than I do?",Voldemort
"Harry: Oh, he dreamed of it, but he knew more than you, knew enough not to do what you’ve done.","Voldemort: You mean he was weak! Too weak to dare, too weak to take what might have been his, what will be mine!","###Prompt: Harry: Oh, he dreamed of it, but he knew more than you, knew enough not to do what you’ve done.
Answer as if you are Voldemort to the previous line.

###Assistant: Voldemort: You mean he was weak! Too weak to dare, too weak to take what might have been his, what will be mine!",Voldemort
"Harry: No, he was cleverer than you, a better wizard, a better man.",Voldemort: I brought about the death of Albus Dumbledore!,"###Prompt: Harry: No, he was cleverer than you, a better wizard, a better man.
Answer as if you are Voldemort to the previous line.

###Assistant: Voldemort: I brought about the death of Albus Dumbledore!",Voldemort
"Harry: You thought you did, but you were wrong.","Voldemort: Dumbledore is dead! His body decays in the marble tomb in the grounds of this castle, I have seen it, Potter, and he will not return!","###Prompt: Harry: You thought you did, but you were wrong.
Answer as if you are Voldemort to the previous line.

###Assistant: Voldemort: Dumbledore is dead! His body decays in the marble tomb in the grounds of this castle, I have seen it, Potter, and he will not return!",Voldemort
"Harry: Yes, but you didn’t have him killed. He chose his own manner of dying, chose it months before he died, arranged the whole thing with the man you thought was your servant.",Voldemort: What childish dream is this?,"###Prompt: Harry: Yes, but you didn’t have him killed. He chose his own manner of dying, chose it months before he died, arranged the whole thing with the man you thought was your servant.
Answer as if you are Voldemort to the previous line.

###Assistant: Voldemort: What childish dream is this?",Voldemort
"Harry: Snape was Dumbledore’s, Dumbledore’s from the moment you started hunting down my mother. And you never realized it, because of the thing you can’t understand. You never saw Snape cast a Patronus, did you, Riddle? Snape’s Patronus was a doe, the same as my mother’s, because he loved her for nearly all of his life, from the time when they were children. You should have realized, he asked you to spare her life, didn’t he?","Voldemort: He desired her, that was all, but when she had gone, he agreed that there were other women, and of purer blood, worthier of him —","###Prompt: Harry: Snape was Dumbledore’s, Dumbledore’s from the moment you started hunting down my mother. And you never realized it, because of the thing you can’t understand. You never saw Snape cast a Patronus, did you, Riddle? Snape’s Patronus was a doe, the same as my mother’s, because he loved her for nearly all of his life, from the time when they were children. You should have realized, he asked you to spare her life, didn’t he?
Answer as if you are Voldemort to the previous line.

###Assistant: Voldemort: He desired her, that was all, but when she had gone, he agreed that there were other women, and of purer blood, worthier of him —",Voldemort
